x,y
0.08469020222256524,0.45089797825109335
0.35381727741549,0.3396951890074773
0.029452579648190147,0.1133216767053671
0.08724994184324619,0.4845906942757876
0.12368178368815647,0.6611731875665209
0.4312665464771841,0.30078254276026267
0.14916522215523204,0.5963789457951311
0.2451822453762733,0.6360697215391962
0.2924942649679522,0.3300391239743799
0.17904687033348554,0.7071987633361502
0.15703684492189984,0.7197189950406249
0.30841093432701716,0.4339430865524061
0.41337989617874044,0.22570758154111767
0.14075299780504602,0.6771795232937003
0.05344371299855022,0.2956759947815921
0.0739673362433857,0.5326624865030941
0.484383771609759,0.4798433739057171
0.04823285368353081,0.3560868741254983
0.30392284763871474,0.4181785887490659
0.44891927111016877,0.320060243344558
0.17357049719087397,0.6449251266856297
0.03323554765740405,0.14503853346599055
0.07088147637077319,0.4974827196674978
0.40476972776373094,0.32753434397071346
0.3638743947754129,0.26891063021209516
0.43285324146571635,0.24501603003183106
0.33744052455008905,0.25474048957359263
0.2733451955254912,0.46696276916055
0.19651649351561662,0.719783828498169
0.17734428569298732,0.6558054403284316
0.008237808929997703,0.04625951304691889
0.36821163971472953,0.2851742897533667
0.4892217489232629,0.513009660129453
0.2787952308016112,0.4243370379534581
0.15040492989385007,0.7105762887185878
0.28565517258378714,0.583101332932702
0.1847319607186093,0.5292002631466024
0.3694843849324821,0.3234588402260477
0.12007029235031258,0.6463731929682011
0.3747260860404688,0.2216583026078347
0.3535020556302076,0.33761088226383407
0.3963907962379251,0.29620302272749555
0.13375203550802495,0.6857511377916634
0.46401886955775457,0.33560080874562925
0.050348277487476334,0.1903467963337696
0.12300663748713431,0.6829180171512029
0.19755773922275555,0.7432398219312045
0.10851981798961108,0.6356896683038185
0.004951921204281229,0.08671829595520866
0.15144986300623375,0.6552305013024644
0.31560184834139676,0.3680154132853945
0.4885999371657774,0.3823345470186334
0.2626456465114369,0.5267589887052232
0.3534232854925665,0.32159721746962777
0.22069675053226523,0.7277703503966244
0.16866669622652886,0.5974037131074752
0.055241173406880395,0.32511775000554477
0.1486243398493603,0.642091084009243
0.05769759410285091,0.37067152844558643
0.33097120371245686,0.3666372210764154
0.061676865364038325,0.3510492595186964
0.1552882196864251,0.6602893826279266
0.386728099288826,0.360909058995071
0.04484538434229751,0.30034930216517064
0.36865298693765414,0.2587059835693909
0.12375120045608684,0.5687001072562622
0.17026004389527954,0.7386385599755286
0.41904960426578963,0.31504353136405977
0.47340912793750073,0.40296172730591034
0.3829172276838931,0.29013247357836286
0.2430780537941737,0.5546691732074127
0.357274031407505,0.3092588583741044
0.15113044174072565,0.7315960078656566
0.04778789865897959,0.29646092659468504
0.17400564596111057,0.6664023521318518
0.305365105751355,0.414683897384485
0.18625296297236538,0.6494290973378315
0.24394831313925436,0.5105581100693913
0.30660685000355525,0.31484934431573514
0.23850126653505,0.5892085780234804
0.3247983949999978,0.33216472602619523
0.04587307777984545,0.3330835626001263
0.18654333870416218,0.7025035551619514
0.05752501014324085,0.26068472762553346
0.3233751595265152,0.28599514992089886
0.09696638061775414,0.5621228974534658
0.02416281711378282,0.18501906663512502
0.41181386092159694,0.2615909198935551
0.18752091324253184,0.7319182100822611
0.18919505240156748,0.6204082519247741
0.431045498245337,0.31005238675811386
0.4616286791775595,0.4056452915702955
0.09096532810558511,0.4734260287757585
0.39761147487197485,0.3304740347641185
0.42020592764348874,0.31723221137014157
0.18730855848055333,0.6853561288113142
0.1995287709159282,0.6481919090979247
0.0052365912431510675,0.11359851086122795
0.4301848044894888,0.32019810625230494
0.16628833622491596,0.6338998293704927
0.44784892290606865,0.3947105733463475
0.3889290629352211,0.2702680349394501
0.22858940247679654,0.5121619444086527
0.2865969458044397,0.41356392930804403
0.3611681489657252,0.322940285191828
0.3615455929523347,0.2908644181082121
0.0428162822975518,0.3047379960894891
0.09131907576080883,0.5226540981650921
0.3603540549897711,0.3336842601214072
0.12003394462709371,0.5917835293572714
0.11247449713307417,0.5773956972527544
0.38698201714823244,0.33328039378503765
0.1911306873170055,0.7043105817381989
0.2862450657754804,0.4576068507412067
0.19587508080284927,0.7353954984425501
0.29734053607507965,0.4006331480213595
0.04268884618541452,0.3572452738071343
0.4243760622822608,0.35628973969436517
0.3366582163219143,0.3629509617431231
0.34446874275119094,0.4952798373306208
0.14422794225873503,0.6785923893048553
0.32777309404681465,0.3180856589729554
0.1384607138194625,0.6441290556422764
0.16008072471549895,0.7267620622344383
0.39530092150299906,0.34788484872997655
0.4284498730575139,0.2863804991050968
0.3862745754678823,0.2975555125747275
0.013569255388875268,0.05068544781914348
0.2841531563367022,0.44233688007959654
0.43361050724972433,0.2811318573573016
0.39569289419243076,0.3011274492995917
0.4163833244667493,0.2910732760363856
0.09882156174000828,0.5607189026033929
0.24364620785823543,0.5346896678669814
0.07315354764200604,0.4114517399871439
0.0915880751375075,0.38990860929653415
0.021539280098503755,0.06011532989965851
0.1495481698627415,0.7126593801074234
0.1855622716115914,0.4971589792848148
0.36714212179182193,0.2911729620320602
0.39380562443363765,0.3048782658643139
0.1446979669397353,0.7051153978531375
0.3937547881904671,0.3056879320532096
0.20305451344523823,0.6052455452208206
